%
% ARFF data file, generated by KNIME
%
% Date: Mon May 09 22:37:07 CEST 2011
% User: salco
%

@RELATION DataTable
@ATTRIBUTE id	INTEGER
@ATTRIBUTE pub	{1,0}
@ATTRIBUTE mod	{0,1}
@ATTRIBUTE year	{1}
@ATTRIBUTE month	{1}
@ATTRIBUTE day	{1}
@ATTRIBUTE hour	{0,1}
@ATTRIBUTE minute	{0,1}
@ATTRIBUTE second	{0,1}
@ATTRIBUTE relDocPos	REAL
@ATTRIBUTE ordDocPos	REAL
@ATTRIBUTE ordAgePos	REAL
@ATTRIBUTE keyClass	{0,2,3,1}
@ATTRIBUTE keyLoc	{0,2,1}
@ATTRIBUTE keyDiff	REAL
@ATTRIBUTE simpleTag	{0,1}
@ATTRIBUTE hTag	{0,1}
@ATTRIBUTE tagName	{SPAN,STRONG,P,EM,LI,H5,FONT,DIV,H2,A,B,I,CENTER,OPTION,SMALL,TD,TITLE,H3,ADDRESS,BODY,ABBR,NOBR,EDITDATE,CITE,H6,PRE,H4,CODE,H1,DD,BLOCKQUOTE,DT,TIME,HTML:ABBR,PAUSING,DL,U}
@ATTRIBUTE hasStructureDate	{0,1}
@ATTRIBUTE inMetaDates	{0,1}
@ATTRIBUTE inUrl	{0,1}
@ATTRIBUTE relCntSame	REAL
@ATTRIBUTE relSize	REAL
@ATTRIBUTE distPosBefore	INTEGER
@ATTRIBUTE distPosAfter	INTEGER
@ATTRIBUTE distAgeBefore	INTEGER
@ATTRIBUTE distAgeAfter	INTEGER
@ATTRIBUTE format	{'MMMM DD, YYYY','MMMM DD, YYYY YYYY HH:MM:SS +UTC',MM/DD/YYYY,'DD. MMMM YYYY',DD.MM.YYYY,YYYY-MM-DD,YYYY_MM_DD,YYYYMMDD,'MM/DD/YYYY HH:MM:SS +UTC','DD. MMMM YYYY HH:MM:SS +UTC','DD.MM.YYYY HH:MM:SS +UTC',MMMM-DD-YYYY,YYYY-MM-DDTHH:MM:SS+HH:MM,YYYY-DDD,'WD, DD MMM YYYY HH:MM:SS +UTC',YYYY-MMM-D,'WD MMM DD_1 HH:MM:SS YYYY',YYYYDDD}
@ATTRIBUTE keyword	{null,updated,date,created,posted,published,release,update,added,released,'last modified',create,publish,pubdate,pdate,revised,date-header,revise,datetime,geschrieben}
@ATTRIBUTE excatness	{3,5,6,4}
@ATTRIBUTE keyLoc201	{0,1}
@ATTRIBUTE keyLoc202	{0,1}
@ATTRIBUTE isKeyClass1	{0,1}
@ATTRIBUTE isKeyClass2	{0,1}
@ATTRIBUTE isKeyClass3	{0,1}

@DATA
22412,0,0,1,1,1,1,1,0,0.456,0.396,0.604,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,160,993,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22413,0,0,1,1,1,1,1,0,0.458,0.396,0.604,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,993,62,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22414,0,0,1,1,1,1,1,0,0.459,0.397,0.603,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,62,104,3,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22415,0,0,1,1,1,1,1,0,0.459,0.398,0.602,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,104,76,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22416,0,0,1,1,1,1,1,0,0.459,0.398,0.602,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,76,86,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22417,0,0,1,1,1,1,1,0,0.459,0.399,0.601,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,86,386,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22418,0,0,1,1,1,1,1,0,0.46,0.399,0.601,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,386,390,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22419,0,0,1,1,1,1,1,0,0.461,0.4,0.6,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,390,331,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22420,0,0,1,1,1,1,1,0,0.461,0.401,0.599,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,331,227,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22421,0,0,1,1,1,1,1,0,0.462,0.401,0.599,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,227,97,9,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22422,0,0,1,1,1,1,1,0,0.462,0.402,0.598,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,97,93,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22423,0,0,1,1,1,1,1,0,0.462,0.402,0.598,1,1,0.0,0,0,P,0,0,0,0.0090,0.0010,93,153,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22424,0,0,1,1,1,1,1,0,0.462,0.403,0.597,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,153,402,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22425,0,0,1,1,1,1,1,0,0.463,0.404,0.596,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,402,268,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22426,0,0,1,1,1,1,1,0,0.464,0.404,0.596,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,268,416,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22427,0,0,1,1,1,1,1,0,0.465,0.405,0.595,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,416,109,4,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22428,0,0,1,1,1,1,1,0,0.465,0.405,0.595,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,109,158,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22429,0,0,1,1,1,1,1,0,0.465,0.406,0.594,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,158,150,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22430,0,0,1,1,1,1,1,0,0.466,0.407,0.593,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,150,376,4,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22431,0,0,1,1,1,1,1,0,0.466,0.407,0.593,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,376,342,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22432,0,0,1,1,1,1,1,0,0.467,0.408,0.592,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,342,117,6,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22433,0,0,1,1,1,1,1,0,0.467,0.408,0.592,1,1,0.0,0,0,P,0,0,0,0.0060,0.0010,117,786,4,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22434,0,0,1,1,1,1,1,0,0.469,0.409,0.591,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,786,122,3,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22435,0,0,1,1,1,1,1,0,0.469,0.41,0.59,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,122,170,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22436,0,0,1,1,1,1,1,0,0.469,0.41,0.59,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,170,268,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22437,0,0,1,1,1,1,1,0,0.47,0.411,0.589,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,268,108,3,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22438,0,0,1,1,1,1,1,0,0.47,0.412,0.588,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,108,112,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22439,0,0,1,1,1,1,1,0,0.47,0.412,0.588,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,112,105,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22440,0,0,1,1,1,1,1,0,0.471,0.413,0.587,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,105,335,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22441,0,0,1,1,1,1,1,0,0.471,0.413,0.587,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,335,293,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22442,0,0,1,1,1,1,1,0,0.472,0.414,0.586,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,293,236,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22443,0,0,1,1,1,1,1,0,0.472,0.415,0.585,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,236,295,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22444,0,0,1,1,1,1,1,0,0.473,0.415,0.585,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,295,364,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22445,0,0,1,1,1,1,1,0,0.474,0.416,0.584,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,364,301,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22446,0,0,1,1,1,1,1,0,0.474,0.416,0.584,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,301,322,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22447,0,0,1,1,1,1,1,0,0.475,0.417,0.583,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,322,288,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22448,0,0,1,1,1,1,1,0,0.475,0.418,0.582,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,288,361,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22449,0,0,1,1,1,1,1,0,0.476,0.418,0.582,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,361,295,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22450,0,0,1,1,1,1,1,0,0.477,0.419,0.581,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,295,361,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22451,0,0,1,1,1,1,1,0,0.477,0.419,0.581,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,361,193,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22452,0,0,1,1,1,1,1,0,0.478,0.42,0.58,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,193,366,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22453,0,0,1,1,1,1,1,0,0.479,0.421,0.579,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,366,354,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22454,0,0,1,1,1,1,1,0,0.479,0.421,0.579,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,354,368,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22455,0,0,1,1,1,1,1,0,0.48,0.422,0.578,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,368,283,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22456,0,0,1,1,1,1,1,0,0.481,0.422,0.578,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,283,229,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22457,0,0,1,1,1,1,1,0,0.481,0.423,0.577,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,229,236,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22458,0,0,1,1,1,1,1,0,0.482,0.424,0.576,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,236,362,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22459,0,0,1,1,1,1,1,0,0.482,0.424,0.576,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,362,231,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22460,0,0,1,1,1,1,1,0,0.483,0.425,0.575,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,231,237,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22461,0,0,1,1,1,1,1,0,0.483,0.425,0.575,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,237,235,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22462,0,0,1,1,1,1,1,0,0.484,0.426,0.574,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,235,238,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22463,0,0,1,1,1,1,1,0,0.484,0.427,0.573,1,1,0.0,0,0,P,0,0,0,0.018,0.0010,238,299,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22464,0,0,1,1,1,1,1,0,0.485,0.427,0.573,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,299,295,13,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22465,0,0,1,1,1,1,1,0,0.485,0.428,0.572,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,295,299,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22466,0,0,1,1,1,1,1,0,0.486,0.428,0.572,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,299,353,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22467,0,0,1,1,1,1,1,0,0.487,0.429,0.571,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,353,297,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22468,0,0,1,1,1,1,1,0,0.487,0.43,0.57,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,297,238,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22469,0,0,1,1,1,1,1,0,0.488,0.43,0.57,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,238,92,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22470,0,0,1,1,1,1,1,0,0.488,0.431,0.569,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,92,294,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22471,0,0,1,1,1,1,1,0,0.489,0.432,0.568,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,294,290,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22472,0,0,1,1,1,1,1,0,0.489,0.432,0.568,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,290,365,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22473,0,0,1,1,1,1,1,0,0.49,0.433,0.567,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,365,306,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22474,0,0,1,1,1,1,1,0,0.49,0.433,0.567,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,306,355,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22475,0,0,1,1,1,1,1,0,0.491,0.434,0.566,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,355,358,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22476,0,0,1,1,1,1,1,0,0.492,0.435,0.565,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,358,298,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22477,0,0,1,1,1,1,1,0,0.493,0.435,0.565,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,298,295,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22478,0,0,1,1,1,1,1,0,0.493,0.436,0.564,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,295,299,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22479,0,0,1,1,1,1,1,0,0.494,0.436,0.564,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,299,239,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22480,0,0,1,1,1,1,1,0,0.494,0.437,0.563,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,239,299,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22481,0,0,1,1,1,1,1,0,0.495,0.438,0.562,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,299,298,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22482,0,0,1,1,1,1,1,0,0.495,0.438,0.562,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,298,289,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22483,0,0,1,1,1,1,1,0,0.496,0.439,0.561,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,289,284,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22484,0,0,1,1,1,1,1,0,0.497,0.439,0.561,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,284,406,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22485,0,0,1,1,1,1,1,0,0.497,0.44,0.56,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,406,291,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22486,0,0,1,1,1,1,1,0,0.498,0.441,0.559,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,291,354,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22487,0,0,1,1,1,1,1,0,0.499,0.441,0.559,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,354,149,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22488,0,0,1,1,1,1,1,0,0.499,0.442,0.558,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,149,211,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22489,0,0,1,1,1,1,1,0,0.499,0.442,0.558,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,211,118,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22490,0,0,1,1,1,1,1,0,0.5,0.443,0.557,1,1,0.0,0,0,P,0,0,0,0.016,0.0010,118,95,5,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22491,0,0,1,1,1,1,1,0,0.5,0.444,0.556,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,95,406,7,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22492,0,0,1,1,1,1,1,0,0.501,0.444,0.556,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,406,129,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22493,0,0,1,1,1,1,1,0,0.501,0.445,0.555,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,129,93,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22494,0,0,1,1,1,1,1,0,0.501,0.445,0.555,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,93,104,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22495,0,0,1,1,1,1,1,0,0.501,0.446,0.554,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,104,88,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22496,0,0,1,1,1,1,1,0,0.501,0.447,0.553,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,88,76,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22497,0,0,1,1,1,1,1,0,0.502,0.447,0.553,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,76,250,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22498,0,0,1,1,1,1,1,0,0.502,0.448,0.552,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,250,336,5,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22499,0,0,1,1,1,1,1,0,0.503,0.448,0.552,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,336,170,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22500,0,0,1,1,1,1,1,0,0.503,0.449,0.551,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,170,163,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22501,0,0,1,1,1,1,1,0,0.503,0.45,0.55,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,163,265,2,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22502,0,0,1,1,1,1,1,0,0.504,0.45,0.55,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,265,261,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22503,0,0,1,1,1,1,1,0,0.505,0.451,0.549,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,261,297,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22504,0,0,1,1,1,1,1,0,0.505,0.452,0.548,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,297,231,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22505,0,0,1,1,1,1,1,0,0.506,0.452,0.548,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,231,403,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22506,0,0,1,1,1,1,1,0,0.506,0.453,0.547,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,403,149,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22507,0,0,1,1,1,1,1,0,0.507,0.453,0.547,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,149,246,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22508,0,0,1,1,1,1,1,0,0.507,0.454,0.546,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,246,156,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22509,0,0,1,1,1,1,1,0,0.507,0.455,0.545,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,156,359,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22510,0,0,1,1,1,1,1,0,0.508,0.455,0.545,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,359,236,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22511,0,0,1,1,1,1,1,0,0.509,0.456,0.544,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,236,399,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22512,0,0,1,1,1,1,1,0,0.509,0.456,0.544,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,399,344,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22513,0,0,1,1,1,1,1,0,0.51,0.457,0.543,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,344,263,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22514,0,0,1,1,1,1,1,0,0.511,0.458,0.542,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,263,152,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22515,0,0,1,1,1,1,1,0,0.511,0.458,0.542,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,152,335,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22516,0,0,1,1,1,1,1,0,0.512,0.459,0.541,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,335,158,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22517,0,0,1,1,1,1,1,0,0.512,0.459,0.541,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,158,193,1,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22518,0,0,1,1,1,1,1,0,0.512,0.46,0.54,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,193,624,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22519,0,0,1,1,1,1,1,0,0.514,0.461,0.539,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,624,209,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22520,0,0,1,1,1,1,1,0,0.514,0.461,0.539,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,209,339,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22521,0,0,1,1,1,1,1,0,0.515,0.462,0.538,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,339,298,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22522,0,0,1,1,1,1,1,0,0.515,0.462,0.538,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,298,314,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
22523,0,0,1,1,1,1,1,0,0.516,0.463,0.537,1,1,0.0,0,0,P,0,0,0,0.021,0.0010,314,166,0,-1,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',posted,5,1,0,1,0,0
