@RELATION DataTable
@ATTRIBUTE pub	{0,1}
@ATTRIBUTE hour	{0,1}
@ATTRIBUTE minute	{0,1}
@ATTRIBUTE second	{0,1}
@ATTRIBUTE relDocPos	REAL
@ATTRIBUTE ordDocPos	REAL
@ATTRIBUTE ordAgePos	REAL
@ATTRIBUTE keyClass	{3,0,1,2}
@ATTRIBUTE keyLoc	{2,0,1}
@ATTRIBUTE keyDiff	REAL
@ATTRIBUTE simpleTag	{0,1}
@ATTRIBUTE hTag	{0,1}
@ATTRIBUTE tagName	{SPAN,P,LI,FONT,DIV,H2,A,B,OPTION,SMALL,EM,H3,CENTER,ABBR,NOBR,STRONG,TD,CITE,BODY,I,PRE,DD,DT,BLOCKQUOTE,HTML:ABBR,H4,H5,TITLE,PAUSING,DL,U,ADDRESS,EDITDATE,H6,CODE,H1,TIME}
@ATTRIBUTE hasStructureDate	{0,1}
@ATTRIBUTE inMetaDates	{0,1}
@ATTRIBUTE inUrl	{0,1}
@ATTRIBUTE relCntSame	REAL
@ATTRIBUTE relSize	REAL
@ATTRIBUTE distPosBefore	INTEGER
@ATTRIBUTE distPosAfter	INTEGER
@ATTRIBUTE distAgeBefore	INTEGER
@ATTRIBUTE format	{'MMMM DD, YYYY','MMMM DD, YYYY YYYY HH:MM:SS +UTC',MM/DD/YYYY,'DD. MMMM YYYY',DD.MM.YYYY,YYYY-MM-DD,YYYY_MM_DD,'MM/DD/YYYY HH:MM:SS +UTC','DD. MMMM YYYY HH:MM:SS +UTC',YYYYMMDD,YYYY-DDD,'WD, DD MMM YYYY HH:MM:SS +UTC',MMMM-DD-YYYY,YYYY-MMM-D,'DD.MM.YYYY HH:MM:SS +UTC',YYYY-MM-DDTHH:MM:SS+HH:MM,YYYYDDD,'WD MMM DD_1 HH:MM:SS YYYY'}
@ATTRIBUTE keyword	{date,null,posted,update,release,added,updated,create,publish,released,published,revised,created,pdate,revise,'last modified',date-header,pubdate,datetime,geschrieben}
@ATTRIBUTE excatness	{3,5,4,6}
@ATTRIBUTE keyLoc201	{0,1}
@ATTRIBUTE keyLoc202	{1,0}
@ATTRIBUTE isKeyClass1	{0,1}
@ATTRIBUTE isKeyClass2	{0,1}
@ATTRIBUTE isKeyClass3	{1,0}

@DATA
0,0,0,0,0.758,0.64,0.986,0,0,0.0,0,0,P,0,0,0,0.014,0.0050,827,203,0,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.759,0.645,0.654,0,0,0.0,0,0,P,0,0,0,0.0050,0.0050,203,1638,96,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.764,0.649,0.64,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1638,1622,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.77,0.654,0.645,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1622,1769,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.78,0.664,0.659,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1276,2982,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.79,0.668,0.664,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,2982,1987,72,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.796,0.673,0.668,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1987,1492,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.801,0.678,0.673,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1492,4130,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.815,0.682,0.678,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,4130,1979,72,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.821,0.687,0.682,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1979,1591,72,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.826,0.692,0.687,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1591,1684,240,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.832,0.697,0.692,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1684,1445,240,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.837,0.701,0.697,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1445,780,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.839,0.706,0.991,1,2,0.5,0,0,P,0,0,0,0.014,0.0050,780,600,0,'MMMM DD, YYYY',released,3,0,1,1,0,0
0,0,0,0,0.841,0.711,0.701,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,600,1085,192,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.856,0.72,0.711,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,3312,1366,72,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.866,0.73,0.72,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1864,1505,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.871,0.735,0.725,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1505,393,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.873,0.739,0.73,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,393,1034,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.876,0.744,0.735,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1034,1133,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.88,0.749,0.739,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1133,2287,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.889,0.758,0.749,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,573,487,72,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.891,0.763,0.754,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,487,761,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.893,0.768,0.758,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,761,1518,288,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.898,0.773,0.763,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1518,1172,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.909,0.782,0.773,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,2129,616,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.911,0.787,0.777,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,616,1165,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.919,0.796,0.787,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,1023,5104,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.935,0.801,0.791,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,5104,2133,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.942,0.806,0.796,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,2133,1013,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.951,0.815,0.806,1,2,0.833,0,1,H2,0,0,0,0.0090,0.0050,1568,399,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.952,0.82,0.81,0,0,0.0,0,0,P,0,0,0,0.0090,0.0050,399,359,24,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.953,0.825,0.815,1,2,0.833,0,1,H2,0,0,0,0.0090,0.0050,359,126,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.954,0.829,0.82,0,0,0.0,0,0,DIV,0,0,0,0.0090,0.0050,126,181,120,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.955,0.839,0.829,0,0,0.0,0,0,DIV,0,0,0,0.0090,0.0050,138,283,24,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.956,0.848,0.834,0,0,0.0,0,0,DIV,0,0,0,0.0050,0.0050,163,320,24,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.958,0.858,0.886,0,0,0.0,0,0,DIV,0,0,0,0.014,0.0050,91,0,0,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.957,0.853,0.9,1,2,0.5,0,0,DIV,0,0,0,0.0090,0.0050,320,91,0,YYYY-MM-DD,posted,3,0,1,1,0,0
0,0,0,0,0.959,0.867,0.844,0,0,0.0,0,0,DIV,0,0,0,0.0090,0.0050,419,454,96,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.962,0.877,0.853,1,2,0.833,0,1,H2,0,0,0,0.0090,0.0050,322,250,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.962,0.882,1.0,1,2,0.5,0,0,DIV,0,0,0,0.0050,0.0050,250,263,9000,MM/DD/YYYY,posted,3,0,1,1,0,0
0,0,0,0,0.963,0.886,0.858,1,2,0.0,0,0,DIV,0,0,0,0.0090,0.0050,263,764,24,'MMMM DD, YYYY',published,3,0,1,1,0,0
0,0,0,0,0.958,0.863,0.891,3,1,0.0,0,1,H2,0,0,0,0.014,0.0050,0,419,0,'MMMM DD, YYYY',date,3,1,0,0,0,1
0,0,0,0,0.97,0.915,0.896,1,2,0.167,0,0,DIV,0,0,0,0.014,0.0050,185,631,24,MM/DD/YYYY,posted,3,0,1,1,0,0
0,0,0,0,0.972,0.919,0.905,1,2,0.833,0,1,H2,0,0,0,0.0090,0.0050,631,175,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.973,0.924,0.919,1,2,0.967,0,0,DIV,0,0,0,0.0050,0.0050,175,161,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.973,0.929,0.91,1,2,0.833,0,1,H2,0,0,0,0.0090,0.0050,161,211,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.977,0.948,0.934,1,2,0.533,0,1,H2,0,0,0,0.019,0.0050,0,1146,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.981,0.953,0.938,1,2,1.0,0,0,DIV,0,0,0,0.019,0.0050,1146,648,0,'MMMM DD, YYYY',published,3,0,1,1,0,0
0,0,0,0,0.984,0.962,0.948,1,2,0.833,0,1,H2,0,0,0,0.014,0.0050,233,226,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.985,0.967,0.953,1,2,0.333,0,0,DIV,0,0,0,0.014,0.0050,226,327,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.986,0.972,0.957,0,0,0.0,0,0,DIV,0,0,0,0.014,0.0050,327,193,72,'DD. MMMM YYYY',null,3,0,0,0,0,0
0,0,0,0,0.986,0.976,0.962,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,193,673,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.989,0.981,0.967,1,2,0.833,0,1,H2,0,0,0,0.0050,0.0050,673,118,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
1,0,0,0,0.989,0.986,0.972,1,2,0.5,0,0,DIV,0,0,0,0.014,0.0050,118,324,0,YYYYMMDD,posted,3,0,1,1,0,0
1,1,1,1,0.99,0.995,0.981,1,2,0.567,0,0,DIV,0,0,0,0.014,0.0050,93,192,22680,'DD. MMMM YYYY HH:MM:SS +UTC',posted,6,0,1,1,0,0
0,0,0,0,0.991,1.0,0.995,1,2,0.8,0,0,DIV,0,0,0,0.014,0.0050,192,-1,9000,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.165,0.059,0.922,0,0,0.0,0,0,A,0,0,0,0.039,0.02,11473,33061,0,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.381,0.098,0.686,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,7195,8281,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.426,0.118,0.588,3,2,1.0,0,0,CITE,0,0,0,0.059,0.02,8281,25412,0,YYYY_MM_DD,date,3,0,1,0,0,1
1,0,0,0,0.562,0.137,0.706,3,2,0.533,0,0,CITE,0,0,1,0.275,0.02,25412,7292,0,YYYY_MM_DD,date,3,0,1,0,0,1
1,0,0,0,0.602,0.157,0.725,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,7292,0,0,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.606,0.196,0.745,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,768,4236,0,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.602,0.176,0.765,0,0,0.0,0,0,A,0,0,1,0.275,0.02,0,768,0,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.628,0.216,0.784,1,2,0.267,0,0,CITE,0,0,1,0.275,0.02,4236,985,0,YYYY_MM_DD,create,3,0,1,1,0,0
1,0,0,0,0.634,0.235,0.804,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,985,10128,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.688,0.255,0.941,2,2,0.733,0,0,CITE,0,0,0,0.039,0.02,10128,7077,8472,YYYY_MM_DD,update,3,0,1,0,1,0
1,0,0,0,0.726,0.275,0.824,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,7077,1175,0,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.732,0.294,0.843,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,1175,1913,0,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.743,0.314,0.863,0,0,0.0,0,0,CITE,0,0,1,0.275,0.02,1913,6521,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.778,0.333,0.961,0,0,0.0,0,0,A,0,0,0,0.039,0.02,6521,3360,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.796,0.353,0.608,0,0,0.0,0,0,CITE,0,0,0,0.059,0.02,3360,7282,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.835,0.373,0.98,3,2,0.367,0,0,P,0,0,0,0.039,0.02,7282,731,1368,'MMMM DD, YYYY',date,3,0,1,0,0,1
0,0,0,0,0.839,0.392,0.51,0,0,0.0,0,0,CITE,0,0,0,0.078,0.02,731,307,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.84,0.412,0.529,3,2,0.5,0,0,CITE,0,0,0,0.078,0.02,307,237,0,YYYY_MM_DD,date,3,0,1,0,0,1
0,0,0,0,0.862,0.451,0.49,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,3746,758,1055,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.866,0.471,0.471,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,758,319,168,YYYY_MM_DD,null,3,0,0,0,0,0
1,0,0,0,0.868,0.49,0.882,3,2,0.333,0,0,CITE,0,0,1,0.275,0.02,319,357,0,YYYY_MM_DD,date,3,0,1,0,0,1
0,0,0,0,0.87,0.51,0.627,3,2,0.6,0,0,CITE,0,0,0,0.059,0.02,357,319,24,YYYY-MM-DD,date,3,0,1,0,0,1
0,0,0,0,0.871,0.529,0.569,3,2,0.933,0,0,CITE,0,0,0,0.078,0.02,319,390,72,YYYY_MM_DD,date,3,0,1,0,0,1
0,0,0,0,0.875,0.569,0.431,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,396,318,600,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.879,0.608,0.392,3,2,0.667,0,0,CITE,0,0,0,0.02,0.02,334,302,168,YYYY_MM_DD,date,3,0,1,0,0,1
0,1,1,1,0.885,0.647,0.333,1,2,0.967,0,0,P,0,0,0,0.02,0.02,803,995,96,'MM/DD/YYYY HH:MM:SS +UTC',posted,6,0,1,1,0,0
0,0,0,0,0.89,0.667,0.314,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,995,1265,480,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.897,0.686,0.294,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,1265,463,600,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.91,0.745,0.275,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,1872,622,624,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.913,0.765,0.373,3,2,1.0,0,0,CITE,0,0,0,0.02,0.02,622,388,240,YYYY_MM_DD,date,3,0,1,0,0,1
0,0,0,0,0.937,0.804,0.235,3,2,0.533,0,0,CITE,0,0,0,0.02,0.02,4036,829,408,YYYY_MM_DD,date,3,0,1,0,0,1
0,0,0,0,0.941,0.824,0.137,0,0,0.0,0,0,CITE,0,0,0,0.039,0.02,829,284,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.943,0.843,0.157,0,0,0.0,0,0,CITE,0,0,0,0.039,0.02,284,2144,192,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.978,0.941,0.078,0,0,0.0,0,0,CITE,0,0,0,0.078,0.02,449,456,0,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.981,0.961,0.098,0,0,0.0,0,0,CITE,0,0,0,0.078,0.02,456,955,3336,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.986,0.98,0.02,0,0,0.0,0,0,CITE,0,0,0,0.02,0.02,955,934,1009,YYYY_MM_DD,null,3,0,0,0,0,0
0,0,0,0,0.0,0.0070,0.014,2,2,0.8,1,0,SMALL,0,0,0,0.0070,0.0070,-1,10906,4199,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.063,0.014,0.0070,2,2,0.967,1,0,STRONG,0,0,0,0.0070,0.0070,10906,2755,264,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,1,0,0,0.157,0.049,1.0,0,0,0.0,1,0,EM,0,0,0,0.0070,0.0070,1054,550,43800,'MMMM DD, YYYY YYYY HH:MM:SS +UTC',null,4,0,0,0,0,0
0,0,0,0,0.16,0.056,0.049,2,2,0.867,1,0,STRONG,0,0,0,0.0070,0.0070,550,1035,336,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.166,0.063,0.119,2,2,0.833,1,0,STRONG,0,0,0,0.0070,0.0070,1035,2288,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.179,0.07,0.133,1,2,0.0,0,0,P,0,0,0,0.0070,0.0070,2288,1335,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.187,0.077,0.238,0,0,0.0,1,0,EM,0,0,0,0.0070,0.0070,1335,1198,792,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.194,0.084,0.126,2,2,0.867,1,0,STRONG,0,0,0,0.0070,0.0070,1198,1302,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.201,0.091,0.14,2,2,0.9,1,0,STRONG,0,0,0,0.0070,0.0070,1302,1554,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.21,0.098,0.154,2,2,0.933,1,0,STRONG,0,0,0,0.0070,0.0070,1554,5374,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.241,0.105,0.161,2,2,0.9,1,0,STRONG,0,0,0,0.0070,0.0070,5374,399,48,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.243,0.112,0.986,0,0,0.0,0,0,P,0,0,0,0.0070,0.0070,399,637,16440,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.247,0.119,0.168,2,2,0.833,1,0,STRONG,0,0,0,0.0070,0.0070,637,1852,96,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.258,0.126,0.175,2,2,0.867,1,0,STRONG,0,0,0,0.0070,0.0070,1852,570,96,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.273,0.147,0.231,2,2,0.9,1,0,STRONG,0,0,0,0.0070,0.0070,1165,199,697,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.274,0.154,0.357,2,2,0.867,1,0,STRONG,0,0,0,0.0070,0.0070,199,100,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.275,0.161,0.364,2,2,0.9,1,0,STRONG,0,0,0,0.014,0.0070,100,57,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.275,0.168,0.378,2,2,0.9,1,0,STRONG,0,0,0,0.014,0.0070,57,939,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.281,0.175,0.392,2,2,0.933,1,0,STRONG,0,0,0,0.021,0.0070,939,135,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.281,0.182,0.434,1,2,0.633,1,0,EM,0,0,0,0.028,0.0070,135,2073,0,'MMMM DD, YYYY',created,3,0,1,1,0,0
0,0,0,0,0.293,0.189,0.42,2,2,0.967,1,0,STRONG,0,0,0,0.014,0.0070,2073,22,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.293,0.196,0.441,2,2,0.833,0,0,P,0,0,0,0.028,0.0070,22,2111,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.306,0.203,0.483,2,2,0.933,1,0,STRONG,0,0,0,0.014,0.0070,2111,203,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.307,0.21,0.497,2,2,0.433,1,0,STRONG,0,0,0,0.014,0.0070,203,108,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.307,0.217,0.51,2,2,0.867,1,0,STRONG,0,0,0,0.035,0.0070,108,186,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.308,0.224,0.545,1,2,0.967,0,0,P,0,0,0,0.014,0.0070,186,0,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.313,0.259,0.559,2,2,0.9,1,0,STRONG,0,0,0,0.014,0.0070,784,1430,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.34,0.273,0.615,2,2,0.967,1,0,STRONG,0,0,0,0.014,0.0070,3189,2151,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.352,0.28,0.629,2,2,0.933,1,0,STRONG,0,0,0,0.014,0.0070,2151,1357,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.365,0.301,0.399,2,2,0.933,1,0,STRONG,0,0,0,0.021,0.0070,939,135,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.366,0.308,0.448,1,2,0.633,1,0,EM,0,0,0,0.028,0.0070,135,2075,0,'MMMM DD, YYYY',created,3,0,1,1,0,0
0,0,0,0,0.378,0.315,0.427,2,2,0.967,1,0,STRONG,0,0,0,0.014,0.0070,2075,22,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.378,0.322,0.455,2,2,0.833,1,0,STRONG,0,0,0,0.028,0.0070,22,2111,120,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.39,0.329,0.49,2,2,0.933,1,0,STRONG,0,0,0,0.014,0.0070,2111,203,72,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.392,0.336,0.503,2,2,0.433,1,0,STRONG,0,0,0,0.014,0.0070,203,108,72,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.309,0.245,0.524,1,2,0.8,1,0,STRONG,0,0,0,0.035,0.0070,0,0,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.308,0.231,0.552,1,2,0.967,0,0,P,0,0,0,0.014,0.0070,0,25,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.309,0.252,0.531,1,2,0.8,0,0,P,0,0,0,0.035,0.0070,0,784,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.424,0.364,0.622,2,2,0.967,1,0,STRONG,0,0,0,0.014,0.0070,3190,2151,72,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.437,0.371,0.636,2,2,0.933,1,0,STRONG,0,0,0,0.014,0.0070,2151,1759,96,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.458,0.385,0.65,2,2,0.933,1,0,STRONG,0,0,0,0.028,0.0070,1944,174,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.459,0.392,0.678,1,2,0.967,0,0,P,0,0,0,0.0070,0.0070,174,2007,48,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.471,0.399,0.657,2,2,0.967,1,0,STRONG,0,0,0,0.028,0.0070,2007,370,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.473,0.406,0.664,0,0,0.0,0,0,P,0,0,0,0.028,0.0070,370,0,0,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.475,0.42,0.993,0,0,0.0,0,0,P,0,0,0,0.0070,0.0070,320,320,43800,'MMMM DD, YYYY',null,3,0,0,0,0,0
0,0,0,0,0.476,0.427,0.056,1,1,0.0,0,0,A,1,0,0,0.028,0.0070,320,0,0,MM/DD/YYYY,pdate,3,1,0,1,0,0
0,0,0,0,0.495,0.455,0.07,2,2,0.967,1,0,STRONG,0,0,0,0.028,0.0070,2984,1455,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.527,0.476,0.294,2,2,0.933,1,0,STRONG,0,0,0,0.0070,0.0070,3769,636,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.531,0.49,0.336,1,2,0.0,1,0,STRONG,0,0,0,0.028,0.0070,46,45,0,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.531,0.497,0.301,1,2,0.0,1,0,STRONG,0,0,0,0.0070,0.0070,45,643,24,'MMMM DD, YYYY',posted,3,0,1,1,0,0
0,0,0,0,0.535,0.51,0.315,2,2,0.267,0,0,P,0,0,0,0.014,0.0070,116,1690,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.545,0.517,0.091,2,2,0.0,0,0,A,1,0,0,0.028,0.0070,1690,0,0,MM/DD/YYYY,update,3,0,1,0,1,0
0,0,0,0,0.545,0.531,0.098,2,2,0.967,1,0,SMALL,0,0,0,0.028,0.0070,10,7557,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.589,0.538,0.105,2,2,0.9,1,0,B,0,0,0,0.028,0.0070,7557,797,0,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.593,0.545,0.147,2,2,0.933,1,0,B,0,0,0,0.0070,0.0070,797,310,48,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.595,0.552,0.182,2,2,0.9,1,0,B,0,0,0,0.0070,0.0070,310,293,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.597,0.559,0.217,2,2,0.833,1,0,B,0,0,0,0.0070,0.0070,293,373,72,'MMMM DD, YYYY',update,3,0,1,0,1,0
0,0,0,0,0.599,0.566,0.245,2,2,0.867,1,0,B,0,0,0,0.0070,0.0070,373,2169,24,'MMMM DD, YYYY',update,3,0,1,0,1,0
